4.645074176197112159e+00,-4.302608869622558951e-01,2.873740299058925984e+02
5.070482526225302600e+00,-1.902359786528245167e-01,2.359975780825593290e+02
5.430101630063093765e+00,-9.243711701421877258e-01,2.754842999937247896e+03
8.056889854894114800e-01,1.052991018485567754e+00,5.500707495552702539e+02
3.647493949968585447e+00,1.821114820568056347e-01,3.509177370395752860e+02
2.322245415102209165e+00,2.154646419713554806e-01,4.757803259719061316e+03
4.269630057709723481e+00,-1.062145895393099782e+00,1.680819506935376467e+03
3.281503253099832929e+00,7.836096801609911955e-01,1.683523963603405207e+02
3.302815107248627813e-01,-9.208940628866159051e-01,5.411963468083199302e+01
4.956358233461492624e+00,-4.449840144852877377e-01,7.391346215987856567e+02
2.301763641106901126e+00,-3.385755032378773288e-01,6.237931934879201208e+02
5.063267617544785715e+00,-9.097056162235229726e-01,6.914990053599542534e+02
2.196237383272617638e+00,2.195815813905760971e-01,7.483596306058676646e+02
6.092128873301411396e+00,-6.286933440370959802e-01,2.150974321886164944e+02
1.771943472445214995e+00,6.216288841104690155e-01,3.347097974589035402e+03
2.680735819095789729e+00,-3.628066029821188088e-01,4.169735192281821696e+02
7.623353453893516596e-01,2.968313643891156151e-01,6.246992451759627585e+01
1.852538393812058537e+00,3.743517933272054732e-01,5.870543018348693067e+02
2.358609002957857026e+00,1.080768774460927562e+00,3.276260739841430905e+02
2.252423957566194623e+00,1.527666720090435359e-01,1.245269131674294130e+02
2.237389638666962721e+00,1.082162318462148054e+00,3.291328253470993332e+03
4.600381931120582024e+00,-8.461114160606878487e-01,7.044798493828849359e+02
1.590688267929981414e+00,-1.346254194822567696e+00,5.246634065379062122e+02
4.488735274251255625e+00,-3.871457953126052898e-01,2.851938253231628551e+02
5.229756289723706431e+00,-7.897280456879638422e-01,1.246650457948423355e+04
3.472245161138920455e+00,6.209549215338820982e-01,8.087116920988508355e+03
5.375987686280168987e+00,-4.386017936292972985e-01,8.860809161470798472e+02
1.931762543216384520e+00,1.996535645615316601e-01,1.543791951191956855e+02
1.903910974106886034e+00,-9.458625984005501752e-02,5.849942053058789497e+02
5.471292927210609669e+00,-3.439147046568780119e-01,8.089124198708089352e+03
4.759886559324954192e+00,-5.513427955288683346e-01,3.078845810747670271e+02
2.406117640874376740e+00,-3.752874204188204610e-01,1.875969403567788731e+02
3.740003435594629000e+00,1.355921392819610327e+00,8.569328702731850171e+02
6.032573262057006502e+00,-1.281848116423697781e-01,1.533539438193230069e+02
1.614173319639359727e+00,-1.243666152402848502e+00,1.047187939655575292e+03
5.652132735995263779e+00,9.606049673087212193e-02,1.071824886656561517e+02
5.698094941048118756e+00,2.361922787894132347e-01,5.341095890526357834e+03
5.327014719936971510e+00,-8.072774272159571884e-01,5.935645934205307412e+02
5.407895245014829655e+00,-2.346882191734732948e-01,9.553506866423517749e+02
6.260082548337767783e+00,8.627527208725515040e-01,1.175996315051633474e+03
1.533171853134088547e+00,9.361389334430847420e-01,1.303635451725812118e+02
9.435175934757262795e-01,1.029609313161322870e+00,7.356637693916381068e+03
2.075163224592107447e+00,6.828390991139219324e-01,3.127531815180944932e+02
5.802066046224808815e+00,-3.430992406138764772e-01,1.746397315879330790e+03
5.928287692367489647e+00,1.284793067760155338e+00,2.840479568518093743e+02
4.967384401893299106e+00,-7.609212090943677509e-02,2.672974635081831707e+02
3.474258888453404914e+00,-1.928580120363935779e-01,1.344727217377386296e+03
